suburb,state_id,postcode,postcode,suburb,
BAMAGA,72,,5573,BALGOWAN,
BAMARANG,70,,2093,BALGOWLAH,
BAMAWM,75,,2093,BALGOWLAH HEIGHTS,
BAMAWM EXTENSION,75,,2519,BALGOWNIE,
BAMBAROO,72,,5242,BALHANNAH,
BAMBOO,72,,2324,BALICKERA,
BAMBOO CREEK,72,,6253,BALINGUP,
BAMBRA,75,,3249,BALINTORE,
BAMBUN,76,,6383,BALKULING,
BAMGANIE,75,,4741,BALL BAY,
BAN BAN,72,,6714,BALLA BALLA,
BAN BAN SPRINGS,72,,6302,BALLADONG,
BANANA,72,,6443,BALLADONIA,
BANCA,74,,2831,BALLADORAN,
BANCROFT,72,,6066,BALLAJURA,
BANDA BANDA,70,,2622,BALLALABA,
BANDIANA,75,,3342,BALLAN,
BANDIANA MILPO,75,,4382,BALLANDEAN,
BANDON,70,,3279,BALLANGEICH,
BANDON GROVE,70,,3483,BALLAPUR,
BANDY CREEK,76,,3350,BALLARAT,
BANDYA,76,,3353,BALLARAT,
BANGADANG,70,,3350,BALLARAT CENTRAL,
BANGADILLY,70,,3350,BALLARAT EAST,
BANGALEE,70,,3350,BALLARAT NORTH,
BANGALOW,70,,3350,BALLARAT WEST,
BANGERANG,75,,4352,BALLARD,
BANGHAM,73,,4455,BALLAROO,
BANGHEET,70,,5221,BALLAST HEAD,
BANGHOLME,75,,6315,BALLAYING,
BANGO,70,,2646,BALLDALE,
BANGOR,70,,3561,BALLENDELLA,
BANJUP,76,,2441,BALLENGARRA,
BANKS,69,,3340,BALLIANG,
BANKS CREEK,72,,3340,BALLIANG EAST,
BANKS ISLAND,72,,6606,BALLIDU,
BANKS POCKET,72,,2830,BALLIMORE,
BANKSIA,70,,2478,BALLINA,
BANKSIA BEACH,72,,4610,BALLOGIE,
BANKSIA GROVE,76,,6304,BALLY BALLY,
BANKSIA PARK,73,,2795,BALLYROE,
BANKSIA PENINSULA,75,,3375,BALLYROGAN,
BANKSIADALE,76,,2041,BALMAIN,
BANKSMEADOW,70,,2041,BALMAIN EAST,
BANKSTOWN,70,,3666,BALMATTUM,
BANKSTOWN AERODROME,70,,2283,BALMORAL,
BANKSTOWN NORTH,70,,2571,BALMORAL,
BANKSTOWN SQUARE,70,,3407,BALMORAL,
BANNABY,70,,4171,BALMORAL,
BANNERTON,75,,4552,BALMORAL RIDGE,
BANNISTER,70,,4740,BALNAGOWAN,
BANNOCKBURN,72,,3926,BALNARRING,
BANOON,70,,3926,BALNARRING BEACH,
BANORA POINT,70,,3971,BALOOK,
BANYABBA,70,,2715,BALRANALD,
BANYAN,75,,3103,BALWYN,
BANYENA,75,,3103,BALWYN EAST,
BANYO,72,,3104,BALWYN NORTH,
BANYULE,75,,4876,BAMAGA,
BAPAUME,72,,2540,BAMARANG,
BAR BEACH,70,,3561,BAMAWM,
BAR POINT,70,,3561,BAMAWM EXTENSION,
BARA,70,,4850,BAMBAROO,
BARABBA,73,,4873,BAMBOO,
BARADINE,70,,4860,BAMBOO CREEK,
BARALABA,72,,3241,BAMBRA,
BARAMBAH,72,,6503,BAMBUN,
BARANDUDA,75,,3333,BAMGANIE,
BARANGAROO,70,,4625,BAN BAN,
BARBALIN,76,,4625,BAN BAN SPRINGS,
BARBERTON,76,,4702,BANANA,
BARBIGAL,70,,7265,BANCA,
BARCALDINE,72,,4630,BANCROFT,
BARCALDINE DOWNS,72,,2446,BANDA BANDA,
BARCOONGERE,70,,3694,BANDIANA,
BARDEN RIDGE,70,,3694,BANDIANA MILPO,
BARDIA,70,,2871,BANDON,
BARDON,72,,2420,BANDON GROVE,
BARDWELL PARK,70,,6450,BANDY CREEK,
BARDWELL VALLEY,70,,6440,BANDYA,
BAREE,72,,2729,BANGADANG,
BAREENA,75,,2577,BANGADILLY,
BARELLAN,70,,2541,BANGALEE,
BARELLAN POINT,72,,4703,BANGALEE,
BARFOLD,75,,2479,BANGALOW,
BARGARA,72,,3393,BANGERANG,
BARGO,70,,5268,BANGHAM,
BARHAM,70,,2404,BANGHEET,
BARIGAN,70,,3175,BANGHOLME,
BARINGHUP,75,,2582,BANGO,
BARINGHUP WEST,75,,2234,BANGOR,
BARINIA,73,,5481,BANGOR,
BARJARG,75,,7267,BANGOR,
BARKER CREEK FLAT,72,,6164,BANJUP,
BARKERS CREEK,75,,2906,BANKS,
BARKERS VALE,70,,4306,BANKS CREEK,
BARKLY,72,,4570,BANKS POCKET,
BARKSTEAD,75,,2216,BANKSIA,
BARLIL,72,,4507,BANKSIA BEACH,
BARLOWS HILL,72,,6031,BANKSIA GROVE,
BARLYNE,72,,5091,BANKSIA PARK,
BARMAH,75,,6213,BANKSIADALE,
BARMARYEE,72,,2019,BANKSMEADOW,
BARMEDMAN,70,,1885,BANKSTOWN,
BARMERA,73,,1888,BANKSTOWN,
BARMOYA,72,,2200,BANKSTOWN,
BARNA,73,,2200,BANKSTOWN AERODROME,
BARNADOWN,75,,2200,BANKSTOWN NORTH,
BARNARD,72,,2200,BANKSTOWN SQUARE,
BARNAWARTHA,75,,2580,BANNABY,
BARNAWARTHA NORTH,75,,3549,BANNERTON,
BARNDIOOTA,73,,2580,BANNISTER,
BARNES BAY,74,,6390,BANNISTER,
BARNEY POINT,72,,3331,BANNOCKBURN,
BARNEY VIEW,72,,4207,BANNOCKBURN,
BARNEYS REEF,70,,2347,BANOON,
BARNSLEY,70,,2486,BANORA POINT,
BAROMI,75,,2469,BANYABBA,
BARONGAROOK,75,,3485,BANYAN,
BARONGAROOK WEST,75,,3388,BANYENA,
BAROOGA,70,,3480,BANYENONG,
BAROOTA,73,,4014,BANYO,
BAROSSA GOLDFIELDS,73,,3084,BANYULE,
BARRABA,70,,4352,BAPAUME,
BARRABOOL,75,,2300,BAR BEACH,
BARRABUP,76,,2083,BAR POINT,
BARRACK HEIGHTS,70,,2850,BARA,
BARRACK POINT,70,,5460,BARABBA,
BARRAGANYATTI,70,,2396,BARADINE,
BARRAGGA BAY,70,,2470,BARAIMAL,
BARRAGUP,76,,4702,BARALABA,
BARRAKEE,75,,4601,BARAMBAH,
BARRAMORNIE,72,,3691,BARANDUDA,
BARRAMUNGA,75,,6479,BARBALIN,
BARRAPORT,75,,6510,BARBERTON,
BARRAPORT WEST,75,,2830,BARBIGAL,
BARRATTA,70,,4725,BARCALDINE,
BARREN GROUNDS,70,,4725,BARCALDINE DOWNS,
BARRENGARRY,70,,2460,BARCOONGERE,
BARRETTA,74,,2234,BARDEN RIDGE,
BARRETTS CREEK,70,,4065,BARDON,
BARRINE,72,,2207,BARDWELL PARK,
BARRINGELLA,70,,2207,BARDWELL VALLEY,
BARRINGHA,72,,4714,BAREE,
BARRINGTON,70,,3220,BAREENA,
BARRINGTON TOPS,70,,2665,BARELLAN,
BARRINGUN,72,,4306,BARELLAN POINT,
BARRON,72,,3444,BARFOLD,
BARRON GORGE,72,,4670,BARGARA,
BARROW CREEK,71,,2574,BARGO,
BARROW ISLAND,76,,2732,BARHAM,
BARRY,70,,2850,BARIGAN,
BARRYS REEF,75,,3463,BARINGHUP,
BARTLE FRERE,72,,3463,BARINGHUP WEST,
BARTON,69,,5453,BARINIA,
BARUNAH PARK,75,,3723,BARJARG,
BARUNAH PLAINS,75,,4615,BARKER CREEK FLAT,
BARUNGA,71,,3451,BARKERS CREEK,
BARUNGA GAP,73,,2474,BARKERS VALE,
BARWIDGEE,75,,3381,BARKLY,
BARWIDGI,72,,4825,BARKLY,
BARWITE,75,,3352,BARKSTEAD,
BARWON,70,,4605,BARLIL,
BARWON DOWNS,75,,4703,BARLOWS HILL,
BARWON HEADS,75,,4625,BARLYNE,
BARYULGIL,70,,3639,BARMAH,
BASALT,72,,4703,BARMARYEE,
BASILISK,72,,2668,BARMEDMAN,
BASIN POCKET,72,,5345,BARMERA,
BASIN VIEW,70,,4703,BARMOYA,
BASKERVILLE,76,,5641,BARNA,
BASKET RANGE,73,,3557,BARNADOWN,
BASS,75,,4702,BARNARD,
BASS HILL,70,,3688,BARNAWARTHA,
BASSENDEAN,70,,3691,BARNAWARTHA NORTH,
BASSENDEAN DC,76,,5434,BARNDIOOTA,
BATAR CREEK,70,,7150,BARNES BAY,
BATCHELOR,71,,4680,BARNEY POINT,
BATEAU BAY,70,,4287,BARNEY VIEW,
BATEHAVEN,70,,2852,BARNEYS REEF,
BATEMAN,76,,2278,BARNSLEY,
BATEMANS BAY,70,,3871,BAROMI,
BATESFORD,75,,3249,BARONGAROOK,
BATHAMPTON,70,,3249,BARONGAROOK WEST,
BATHUMI,75,,3644,BAROOGA,
BATHURST,70,,5495,BAROOTA,
BATHURST ISLAND,71,,5351,BAROSSA GOLDFIELDS,
BATHURST MC,70,,2347,BARRABA,
BATHURST STREET PO,74,,3221,BARRABOOL,
BATLOW,70,,6275,BARRABUP,
BATMAN,75,,2528,BARRACK HEIGHTS,
BATTERY HILL,72,,2528,BARRACK POINT,
BATTERY POINT,74,,2441,BARRAGANYATTI,
BAUDIN,76,,2546,BARRAGGA BAY,
BAUDIN BEACH,73,,3525,BARRAKEE,
BAUHINIA,72,,4416,BARRAMORNIE,
BAULKHAM HILLS,70,,3249,BARRAMUNGA,
BAUPLE,72,,3537,BARRAPORT,
BAUPLE FOREST,72,,3537,BARRAPORT WEST,
BAW BAW,70,,2710,BARRATTA,
BAW BAW VILLAGE,75,,4809,BARRATTA,
BAWLEY POINT,70,,2577,BARREN GROUNDS,
BAXTER,75,,2577,BARRENGARRY,
BAXTERS RIDGE,70,,7054,BARRETTA,
BAY OF SHOALS,73,,2460,BARRETTS CREEK,
BAY VILLAGE,70,,4872,BARRINE,
BAYINDEEN,75,,2540,BARRINGELLA,
BAYLES,75,,4816,BARRINGHA,
BAYNTON,75,,2422,BARRINGTON,
BAYNTON EAST,75,,7306,BARRINGTON,
BAYONET HEAD,76,,2422,BARRINGTON TOPS,
BAYRICK,72,,2840,BARRINGUN,
BAYSWATER,75,,4490,BARRINGUN,
BAYSWATER NORTH,75,,4878,BARRON,
BAYVIEW,70,,4870,BARRON GORGE,
BAYVIEW HEIGHTS,72,,6712,BARROW ISLAND,
BEACH HOLM,72,,2340,BARRY,
BEACHLANDS,76,,2799,BARRY,
BEACHMERE,72,,3458,BARRYS REEF,
BEACHPORT,73,,4861,BARTLE FRERE,
BEACON,76,,221,BARTON,
BEACON HILL,70,,2600,BARTON,
BEACONSFIELD,70,,3329,BARUNAH PARK,
BEACONSFIELD UPPER,75,,5520,BARUNGA GAP,
BEADELL,76,,3737,BARWIDGEE,
BEALIBA,75,,4872,BARWIDGI,
BEAN CREEK,70,,3722,BARWITE,
BEARBONG,70,,2396,BARWON,
BEARD,69,,3243,BARWON DOWNS,
BEARII,75,,3227,BARWON HEADS,
BEARS LAGOON,75,,2460,BARYULGIL,
BEATRICE,72,,3460,BASALT,
BEATTY,73,,4820,BASALT,
BEAUCHAMP,75,,4871,BASILISK,
BEAUDESERT,72,,4305,BASIN POCKET,
BEAUFORT,72,,2540,BASIN VIEW,
BEAUFORT RIVER,76,,6056,BASKERVILLE,
BEAUMARIS,74,,5138,BASKET RANGE,
BEAUMONT,70,,3991,BASS,
BEAUMONT HILLS,70,,2197,BASS HILL,
BEAUMONTS,73,,2365,BASSENDEAN,
BEAUTY POINT,74,,6054,BASSENDEAN,
BEAVER ROCK,72,,6934,BASSENDEAN,
BEAZLEYS BRIDGE,75,,2439,BATAR CREEK,
BECKENHAM,76,,845,BATCHELOR,
BECKOM,70,,2261,BATEAU BAY,
BECTIVE,70,,2536,BATEHAVEN,
BECTRIC,70,,6150,BATEMAN,
BEDFORD,76,,2536,BATEMANS BAY,
BEDFORD PARK,73,,3221,BATESFORD,
BEDFORD ROAD,75,,2795,BATHAMPTON,
BEDFORDALE,76,,3730,BATHUMI,
BEDGEREBONG,70,,2795,BATHURST,
BEDOURIE,72,,2730,BATLOW,
BEEAC,75,,3058,BATMAN,
BEEBO,72,,4551,BATTERY HILL,
BEECH FOREST,75,,7004,BATTERY POINT,
BEECHBORO,76,,6284,BAUDIN,
BEECHER,72,,5222,BAUDIN BEACH,
BEECHFORD,74,,4718,BAUHINIA,
BEECHINA,76,,1755,BAULKHAM HILLS,
BEECHMONT,72,,2153,BAULKHAM HILLS,
BEECHWOOD,70,,4650,BAUPLE,
BEECHWORTH,75,,4650,BAUPLE FOREST,
BEECROFT,70,,3833,BAW BAW,
BEECROFT PENINSULA,70,,3833,BAW BAW VILLAGE,
BEEDELUP,76,,2539,BAWLEY POINT,
BEELA,76,,3911,BAXTER,
BEELBANGERA,70,,2422,BAXTERS RIDGE,
BEELBI CREEK,72,,5223,BAY OF SHOALS,
BEELERUP,76,,2261,BAY VILLAGE,
BEELIAR,76,,5260,BAYAH,
BEEMUNNEL,70,,3375,BAYINDEEN,
BEENAAM VALLEY,72,,3981,BAYLES,
BEENAK,75,,3444,BAYNTON,
BEENLEIGH,72,,6714,BAYNTON,
BEENONG,76,,3444,BAYNTON EAST,
BEERBURRUM,72,,6330,BAYONET HEAD,
BEERMULLAH,76,,4478,BAYRICK,
BEERON,72,,3153,BAYSWATER,
BEERWAH,72,,6053,BAYSWATER,
BEES CREEK,71,,6933,BAYSWATER,
BEETALOO,73,,3153,BAYSWATER NORTH,
BEGA,70,,820,BAYVIEW,
BEGONIA,72,,2104,BAYVIEW,
BEILBA,72,,4868,BAYVIEW HEIGHTS,
BEJOORDING,76,,4818,BEACH HOLM,
BELAIR,73,,6530,BEACHLANDS,
BELALIE EAST,73,,4510,BEACHMERE,
BELALIE NORTH,73,,5280,BEACHPORT,
BELANGLO,70,,6472,BEACON,
BELBORA,70,,2100,BEACON HILL,
BELCONG,72,,2015,BEACONSFIELD,
BELCONNEN,69,,3807,BEACONSFIELD,
BELCONNEN DC,69,,4740,BEACONSFIELD,
BELDON,76,,6162,BEACONSFIELD,
BELFIELD,70,,7270,BEACONSFIELD,
BELFORD,70,,3808,BEACONSFIELD UPPER,
BELFRAYDEN,70,,6440,BEADELL,
BELGIAN GARDENS,72,,3475,BEALIBA,
BELGRAVE,75,,2469,BEAN CREEK,
BELGRAVE HEIGHTS,75,,2827,BEARBONG,
BELGRAVE SOUTH,75,,2870,BEARGAMIL,
BELGRAVIA,70,,3641,BEARII,
BELHUS,76,,3517,BEARS LAGOON,
BELIMBLA PARK,70,,4886,BEATRICE,
BELIVAH,72,,5320,BEATTY,
BELL,70,,3579,BEAUCHAMP,
BELL BAY,74,,4285,BEAUDESERT,
BELL PARK,75,,3373,BEAUFORT,
BELL POST HILL,75,,4724,BEAUFORT,
BELLA CREEK,72,,5550,BEAUFORT,
BELLA VISTA,70,,6394,BEAUFORT RIVER,
BELLAMACK,71,,3193,BEAUMARIS,
BELLAMBI,70,,7215,BEAUMARIS,
BELLANGRY,70,,2577,BEAUMONT,
BELLARA,72,,5066,BEAUMONT,
BELLARINE,75,,6450,BEAUMONT,
BELLATA,70,,2155,BEAUMONT HILLS,
BELLAWONGARAH,70,,5320,BEAUMONTS,
BELLBIRD,70,,7270,BEAUTY POINT,
BELLBIRD CREEK,75,,4650,BEAVER ROCK,
BELLBIRD HEIGHTS,70,,3478,BEAZLEYS BRIDGE,
BELLBIRD PARK,72,,6107,BECKENHAM,
BELLBOWRIE,72,,2665,BECKOM,
BELLBRAE,75,,2340,BECTIVE,
BELLBRIDGE,75,,2665,BECTRIC,
BELLBROOK,70,,6052,BEDFORD,
BELLELLEN,75,,5042,BEDFORD PARK,
BELLENDEN KER,72,,3135,BEDFORD ROAD,
BELLERIVE,74,,6112,BEDFORDALE,
BELLEVUE,72,,2871,BEDGEREBONG,
BELLEVUE HEIGHTS,73,,4829,BEDOURIE,
BELLEVUE HILL,70,,3251,BEEAC,
BELLFIELD,72,,4385,BEEBO,
BELLI PARK,72,,3237,BEECH FOREST,
BELLIMBOPINNI,70,,6063,BEECHBORO,
BELLINGEN,70,,4680,BEECHER,
BELLINGHAM,74,,7252,BEECHFORD,
BELLMERE,72,,6556,BEECHINA,
BELLMOUNT FOREST,70,,4211,BEECHMONT,
BELLS BEACH,75,,2446,BEECHWOOD,
BELLS BRIDGE,72,,3747,BEECHWORTH,
BELLS CREEK,72,,2119,BEECROFT,
BELLTHORPE,72,,2540,BEECROFT PENINSULA,
BELLTREES,70,,6260,BEEDELUP,
BELMONT,70,,6224,BEELA,
BELMONT NORTH,70,,2680,BEELBANGERA,
BELMONT SOUTH,70,,4659,BEELBI CREEK,
BELMORE,70,,6239,BEELERUP,
BELMORE RIVER,70,,6164,BEELIAR,
BELMUNDA,72,,2824,BEEMUNNEL,
BELOKA,70,,4570,BEENAAM VALLEY,
BELOWRA,70,,3139,BEENAK,
BELROSE,70,,4207,BEENLEIGH,
BELROSE WEST,70,,6353,BEENONG,
BELTANA,73,,4517,BEERBURRUM,
BELTON,73,,6503,BEERMULLAH,
BELVEDERE,72,,4626,BEERON,
BELVEDERE PARK,75,,4519,BEERWAH,
BELVIDERE,73,,822,BEES CREEK,
BELYUEN,71,,5523,BEETALOO,
BEMBOKA,70,,2550,BEGA,
BEMERSIDE,72,,4487,BEGONIA,
BEMM RIVER,75,,4454,BEILBA,
BEN BUCKLEY,70,,2878,BEILPAJAH,
BEN BULLEN,70,,6566,BEJOORDING,
BEN LOMOND,70,,5052,BELAIR,
BENA,75,,5491,BELALIE EAST,
BENAIR,72,,5491,BELALIE NORTH,
BENALLA,75,,2577,BELANGLO,
BENALLA WEST,75,,2422,BELBORA,
BENAMBRA,75,,4723,BELCONG,
BENANDARAH,70,,2616,BELCONNEN,
BENARABY,72,,2617,BELCONNEN,
BENARKIN,72,,6027,BELDON,
BENARKIN NORTH,72,,2191,BELFIELD,
BENAYEO,75,,2335,BELFORD,
BENBOURNIE,73,,2650,BELFRAYDEN,
BENCUBBIN,76,,4810,BELGIAN GARDENS,
BEND OF ISLANDS,75,,3160,BELGRAVE,
BENDALONG,70,,3160,BELGRAVE HEIGHTS,
BENDEMEER,70,,3160,BELGRAVE SOUTH,
BENDICK MURRELL,70,,2800,BELGRAVIA,
BENDIGO,75,,2830,BELGRAVIA,
BENDIGO DC,75,,6069,BELHUS,
BENDIGO FORWARD,75,,2570,BELIMBLA PARK,
BENDIGO SOUTH,75,,4207,BELIVAH,
BENDOC,75,,2786,BELL,
BENDOLBA,70,,4408,BELL,
BENDOURA,70,,7253,BELL BAY,
BENEREMBAH,70,,3215,BELL PARK,
BENGALLA,70,,3215,BELL POST HILL,
BENGER,76,,4570,BELLA CREEK,
BENGWORDEN,75,,2153,BELLA VISTA,
BENHOLME,72,,2518,BELLAMBI,
BENI,70,,2446,BELLANGRY,
BENJABERRING,76,,4507,BELLARA,
BENJEROOP,75,,3221,BELLARINE,
BENJINUP,76,,2397,BELLATA,
BENLOCH,75,,2535,BELLAWONGARAH,
BENNETTS GREEN,70,,2325,BELLBIRD,
BENNETTSWOOD,75,,3889,BELLBIRD CREEK,
BENNISON,75,,2325,BELLBIRD HEIGHTS,
BENOBBLE,72,,4300,BELLBIRD PARK,
BENOWA,72,,4070,BELLBOWRIE,
BENSVILLE,70,,3228,BELLBRAE,
BENTLEIGH,75,,3691,BELLBRIDGE,
BENTLEIGH EAST,75,,2440,BELLBROOK,
BENTLEY,70,,3380,BELLELLEN,
BENTLEY DC,76,,4871,BELLENDEN KER,
BENTLEY PARK,72,,7018,BELLERIVE,
BENTLEY SOUTH,76,,4871,BELLEVUE,
BENWERRIN,75,,6056,BELLEVUE,
BERAJONDO,72,,5050,BELLEVUE HEIGHTS,
BERALA,70,,2023,BELLEVUE HILL,
BERAMBING,70,,3081,BELLFIELD,
BERAT,72,,3381,BELLFIELD,
BEREMBOKE,75,,4822,BELLFIELD,
BERESFIELD,70,,4562,BELLI PARK,
BERESFORD,76,,2440,BELLIMBOPINNI,
BERGALIA,70,,2454,BELLINGEN,
BERGEN,72,,7254,BELLINGHAM,
BERKELEY,70,,4510,BELLMERE,
BERKELEY VALE,70,,2581,BELLMOUNT FOREST,
BERKSHIRE PARK,70,,3228,BELLS BEACH,
BERKSHIRE VALLEY,76,,4570,BELLS BRIDGE,
BERLANG,70,,4551,BELLS CREEK,
BERMAGUI,70,,4514,BELLTHORPE,
BERNIER ISLAND,76,,2337,BELLTREES,
BEROWRA,70,,3945,BELLVIEW,
BEROWRA CREEK,70,,2280,BELMONT,
BEROWRA HEIGHTS,70,,3216,BELMONT,
BEROWRA WATERS,70,,4153,BELMONT,
BERRAMBOOL,70,,6104,BELMONT,
BERRARA,70,,6984,BELMONT,
BERREMANGRA,70,,2280,BELMONT NORTH,
BERRI,73,,2280,BELMONT SOUTH,
BERRICO,70,,2192,BELMORE,
BERRIDALE,70,,2440,BELMORE RIVER,
BERRIEDALE,74,,4740,BELMUNDA,
BERRIGAL,70,,2628,BELOKA,
BERRIGAN,70,,2545,BELOWRA,
BERRILEE,70,,2085,BELROSE,
BERRIMA,70,,2085,BELROSE WEST,
BERRIMAH,71,,5730,BELTANA,
BERRIMAL,75,,5432,BELTON,
BERRINBA,72,,4860,BELVEDERE,
BERRINGA,75,,3198,BELVEDERE PARK,
BERRINGAMA,75,,5255,BELVIDERE,
BERRINGER LAKE,70,,2550,BEMBOKA,
BERRIWILLOCK,75,,4850,BEMERSIDE,
BERRY,70,,3889,BEMM RIVER,
BERRY JERRY,70,,2850,BEN BUCKLEY,
BERRY MOUNTAIN,70,,2790,BEN BULLEN,
BERRY PARK,70,,2365,BEN LOMOND,
BERRY SPRINGS,71,,7212,BEN LOMOND,
BERRYBANK,75,,3946,BENA,
BERRYS CREEK,75,,4610,BENAIR,
BERSERKER,72,,3671,BENALLA,
BERTHONG,70,,3672,BENALLA,
BERTRAM,76,,3672,BENALLA WEST,
BERWICK,75,,3900,BENAMBRA,
BERYL,70,,2536,BENANDARAH,
BESSIEBELLE,75,,2737,BENANEE,
BESWICK,71,,4680,BENARABY,
BESWICK CREEK,71,,2710,BENARCA,
BET BET,75,,4306,BENARKIN,
BETE BOLONG,75,,4306,BENARKIN NORTH,
BETE BOLONG NORTH,75,,3319,BENAYEO,
BETHANGA,75,,5453,BENBOURNIE,
BETHANIA,72,,6477,BENCUBBIN,
BETHANY,73,,3097,BEND OF ISLANDS,
BETHEL,73,,2539,BENDALONG,
BETHUNGRA,70,,2355,BENDEMEER,
BETLEY,75,,2803,BENDICK MURRELL,
BEULAH,74,,3550,BENDIGO,
BEULAH PARK,73,,3552,BENDIGO,
BEVENDALE,70,,3550,BENDIGO SOUTH,
BEVERFORD,75,,3888,BENDOC,
BEVERIDGE,75,,2420,BENDOLBA,
BEVERLEY,73,,2622,BENDOURA,
BEVERLEY PARK,70,,2680,BENEREMBAH,
BEVERLY HILLS,70,,2333,BENGALLA,
BEWONG,70,,6223,BENGER,
BEXHILL,70,,3875,BENGWORDEN,
BEXLEY,70,,4754,BENHOLME,
BEXLEY NORTH,70,,2830,BENI,
BEXLEY SOUTH,70,,6463,BENJABERRING,
BIALA,70,,3579,BENJEROOP,
BIARRA,72,,6255,BENJINUP,
BIBARINGA,73,,3435,BENLOCH,
BIBBENLUKE,70,,2290,BENNETTS GREEN,
BIBOOHRA,72,,3125,BENNETTSWOOD,
BIBRA LAKE,76,,3960,BENNISON,
BIBRA LAKE DC,76,,4275,BENOBBLE,
BICHENO,74,,2830,BENOLONG,
BICKLEY,76,,4217,BENOWA,
BICKLEY VALE,70,,2251,BENSVILLE,
BICTON,76,,3204,BENTLEIGH,
BIDDADDABA,72,,3165,BENTLEIGH EAST,
BIDDELIA,76,,2480,BENTLEY,
BIDDESTON,72,,6102,BENTLEY,
BIDDON,70,,6982,BENTLEY,
BIDGEEMIA,70,,4869,BENTLEY PARK,
BIDWILL,70,,6102,BENTLEY SOUTH,
BIELSDOWN HILLS,70,,3235,BENWERRIN,
BIG BEND,73,,4674,BERAJONDO,
BIG DESERT,75,,2141,BERALA,
BIG GROVE,76,,2758,BERAMBING,
BIG HILL,70,,4362,BERAT,
BIG JACKS CREEK,70,,3342,BEREMBOKE,
BIG PATS CREEK,75,,2322,BERESFIELD,
BIG RIDGE,70,,6530,BERESFORD,
BIG SPRINGS,70,,2537,BERGALIA,
BIG YENGO,70,,4353,BERGEN,
BIGGA,70,,2506,BERKELEY,
BIGGARA,75,,2261,BERKELEY VALE,
BIGGENDEN,72,,2765,BERKSHIRE PARK,
BIGGERA WATERS,72,,6510,BERKSHIRE VALLEY,
BIGGS FLAT,73,,2622,BERLANG,
BILAMBIL,70,,2546,BERMAGUI,
BILAMBIL HEIGHTS,70,,6701,BERNIER ISLAND,
BILBARIN,76,,2081,BEROWRA,
BILBUL,70,,2082,BEROWRA HEIGHTS,
BILGOLA,70,,2082,BEROWRA WATERS,
BILINGA,72,,2548,BERRAMBOOL,
BILINGURR,76,,2540,BERRARA,
BILLA BILLA,72,,2582,BERREMANGRA,
BILLABONG,75,,5343,BERRI,
BILLEROY,70,,2422,BERRICO,
BILLIATT,73,,2628,BERRIDALE,
BILLILINGRA,70,,7011,BERRIEDALE,
BILLIMARI,70,,2390,BERRIGAL,
BILLINUDGEL,70,,2712,BERRIGAN,
BILLYS CREEK,70,,2159,BERRILEE,
BILLYWILLINGA,70,,2577,BERRIMA,
BILOELA,72,,828,BERRIMAH,
BILPIN,70,,3518,BERRIMAL,
BILYANA,72,,4117,BERRINBA,
BIMBERI,70,,3351,BERRINGA,
BIMBI,70,,3691,BERRINGAMA,
BIMBIJY,76,,3531,BERRIWILLOCK,
BIMBIMBIE,70,,2535,BERRY,
BIMBOURIE,75,,2650,BERRY JERRY,
BINALONG,70,,2535,BERRY MOUNTAIN,
BINALONG BAY,74,,2321,BERRY PARK,
BINBEE,72,,838,BERRY SPRINGS,
BINDA,70,,3323,BERRYBANK,
BINDERA,70,,3953,BERRYS CREEK,
BINDI,75,,4701,BERSERKER,
BINDI BINDI,76,,2594,BERTHONG,
BINDOON,76,,6167,BERTRAM,
BINDOON TRAINING AREA,76,,3806,BERWICK,
BINDULI,76,,2852,BERYL,
BINGARA,70,,3304,BESSIEBELLE,
BINGEEBEEBRA CREEK,70,,852,BESWICK,
BINGEGANG,72,,3472,BET BET,
BINGIE,70,,3888,BETE BOLONG,
BINGIL BAY,72,,3888,BETE BOLONG NORTH,
BINGINWARRI,75,,3691,BETHANGA,
BINGLEBURRA,70,,4205,BETHANIA,
BINGO MUNJIE,75,,5352,BETHANY,
BINIGUY,70,,5373,BETHEL,
BINJARI,71,,2590,BETHUNGRA,
BINJOUR,72,,3472,BETLEY,
BINJURA,70,,3395,BEULAH,
BINNA BURRA,70,,7306,BEULAH,
BINNAWAY,70,,5067,BEULAH PARK,
BINNINGUP,76,,2581,BEVENDALE,
BINNU,76,,3590,BEVERFORD,
BINNUM,73,,3753,BEVERIDGE,
BINYA,70,,5009,BEVERLEY,
BIRAGANBIL,70,,6304,BEVERLEY,
BIRCHGROVE,70,,2217,BEVERLEY PARK,
BIRCHIP,75,,2209,BEVERLY HILLS,
BIRCHIP WEST,75,,2540,BEWONG,
BIRCHMONT,76,,2480,BEXHILL,
BIRCHMORE,73,,2207,BEXLEY,
BIRCHS BAY,74,,2207,BEXLEY NORTH,
BIRDSVILLE,72,,2207,BEXLEY SOUTH,
BIRDUM,71,,2581,BIALA,
BIRDWOOD,70,,4313,BIARRA,
BIRDWOODTON,75,,5118,BIBARINGA,
BIRGANBIGIL,70,,2632,BIBBENLUKE,
BIRKALLA,72,,4880,BIBOOHRA,
BIRKDALE,72,,6163,BIBRA LAKE,
BIRKENHEAD,73,,7215,BICHENO,
BIRMINGHAM GARDENS,70,,6076,BICKLEY,
BIRNAM,72,,2570,BICKLEY VALE,
BIRRALEE,74,,6157,BICTON,
BIRREGURRA,75,,4275,BIDDADDABA,
BIRRIWA,70,,6260,BIDDELIA,
